Dataset,Model,Score_Type,n,m,Algorithm,Trial,FCP,Relative_Length,Set_Size
Synthetic,RANKNET,VA,500,1000,MDCR,40,0.937,0.23342066666666664,350.131
Synthetic,RANKNET,VA,500,1000,TCPR,40,0.987,0.31284866666666666,469.273
Synthetic,RANKNET,RA,500,1000,Oracle,41,0.881,0.221572,332.358
Synthetic,RANKNET,RA,500,1000,DCR,41,0.91,0.23913466666666666,358.702
Synthetic,RANKNET,RA,500,1000,MDCR,41,0.91,0.23913466666666666,358.702
Synthetic,RANKNET,RA,500,1000,TCPR,41,0.976,0.3141146666666667,471.172
Synthetic,RANKNET,VA,500,1000,Oracle,41,0.895,0.21374600000000002,320.619
Synthetic,RANKNET,VA,500,1000,DCR,41,0.918,0.22406733333333334,336.101
Synthetic,RANKNET,VA,500,1000,MDCR,41,0.917,0.223694,335.541
Synthetic,RANKNET,VA,500,1000,TCPR,41,0.983,0.30357666666666666,455.365
Synthetic,RANKNET,RA,500,1000,Oracle,42,0.893,0.22731200000000001,340.968
Synthetic,RANKNET,RA,500,1000,DCR,42,0.894,0.22966466666666668,344.497
Synthetic,RANKNET,RA,500,1000,MDCR,42,0.894,0.22848866666666667,342.733
Synthetic,RANKNET,RA,500,1000,TCPR,42,0.974,0.30890333333333336,463.355
Synthetic,RANKNET,VA,500,1000,Oracle,42,0.907,0.21704333333333334,325.565
Synthetic,RANKNET,VA,500,1000,DCR,42,0.921,0.22674133333333335,340.112
Synthetic,RANKNET,VA,500,1000,MDCR,42,0.921,0.22624466666666668,339.367
Synthetic,RANKNET,VA,500,1000,TCPR,42,0.984,0.3113746666666667,467.062
Synthetic,RANKNET,RA,500,1000,Oracle,43,0.901,0.23217533333333332,348.263
Synthetic,RANKNET,RA,500,1000,DCR,43,0.904,0.23334866666666668,350.023
Synthetic,RANKNET,RA,500,1000,MDCR,43,0.904,0.23334866666666668,350.023
Synthetic,RANKNET,RA,500,1000,TCPR,43,0.975,0.3131346666666667,469.702
Synthetic,RANKNET,VA,500,1000,Oracle,43,0.91,0.21840800000000002,327.612
Synthetic,RANKNET,VA,500,1000,DCR,43,0.919,0.22270600000000002,334.059
Synthetic,RANKNET,VA,500,1000,MDCR,43,0.92,0.22317066666666666,334.756
Synthetic,RANKNET,VA,500,1000,TCPR,43,0.981,0.30433066666666664,456.496
Synthetic,RANKNET,RA,500,1000,Oracle,44,0.88,0.22103333333333333,331.55
Synthetic,RANKNET,RA,500,1000,DCR,44,0.882,0.22338133333333335,335.072
Synthetic,RANKNET,RA,500,1000,MDCR,44,0.882,0.22338133333333335,335.072
Synthetic,RANKNET,RA,500,1000,TCPR,44,0.97,0.297822,446.733
Synthetic,RANKNET,VA,500,1000,Oracle,44,0.887,0.20859333333333333,312.89
Synthetic,RANKNET,VA,500,1000,DCR,44,0.903,0.21628466666666668,324.427
Synthetic,RANKNET,VA,500,1000,MDCR,44,0.905,0.21651933333333334,324.779
Synthetic,RANKNET,VA,500,1000,TCPR,44,0.98,0.298846,448.269
Synthetic,RANKNET,RA,500,1000,Oracle,45,0.898,0.229244,343.866
Synthetic,RANKNET,RA,500,1000,DCR,45,0.908,0.237504,356.256
Synthetic,RANKNET,RA,500,1000,MDCR,45,0.908,0.237504,356.256
Synthetic,RANKNET,RA,500,1000,TCPR,45,0.976,0.31200333333333335,468.005
Synthetic,RANKNET,VA,500,1000,Oracle,45,0.907,0.21782,326.73
Synthetic,RANKNET,VA,500,1000,DCR,45,0.925,0.22943200000000002,344.148
Synthetic,RANKNET,VA,500,1000,MDCR,45,0.924,0.22884,343.26
Synthetic,RANKNET,VA,500,1000,TCPR,45,0.979,0.3036193333333333,455.429
Synthetic,RANKNET,RA,500,1000,Oracle,46,0.906,0.23292533333333332,349.388
Synthetic,RANKNET,RA,500,1000,DCR,46,0.914,0.23759999999999998,356.4
Synthetic,RANKNET,RA,500,1000,MDCR,46,0.914,0.23759999999999998,356.4
Synthetic,RANKNET,RA,500,1000,TCPR,46,0.979,0.32375933333333334,485.639
Synthetic,RANKNET,VA,500,1000,Oracle,46,0.902,0.21536266666666665,323.044
Synthetic,RANKNET,VA,500,1000,DCR,46,0.928,0.23272866666666667,349.093
Synthetic,RANKNET,VA,500,1000,MDCR,46,0.928,0.23324333333333333,349.865
Synthetic,RANKNET,VA,500,1000,TCPR,46,0.984,0.307092,460.638
Synthetic,RANKNET,RA,500,1000,Oracle,47,0.889,0.22479866666666665,337.198
Synthetic,RANKNET,RA,500,1000,DCR,47,0.889,0.22479866666666665,337.198
Synthetic,RANKNET,RA,500,1000,MDCR,47,0.889,0.22479866666666665,337.198
Synthetic,RANKNET,RA,500,1000,TCPR,47,0.971,0.30002266666666666,450.034
Synthetic,RANKNET,VA,500,1000,Oracle,47,0.878,0.20649866666666666,309.748
Synthetic,RANKNET,VA,500,1000,DCR,47,0.888,0.21062999999999998,315.945
Synthetic,RANKNET,VA,500,1000,MDCR,47,0.89,0.211266,316.899
Synthetic,RANKNET,VA,500,1000,TCPR,47,0.98,0.29528933333333335,442.934
Synthetic,RANKNET,RA,500,1000,Oracle,48,0.899,0.23033333333333333,345.5
Synthetic,RANKNET,RA,500,1000,DCR,48,0.913,0.23730199999999999,355.953
Synthetic,RANKNET,RA,500,1000,MDCR,48,0.913,0.23730199999999999,355.953
Synthetic,RANKNET,RA,500,1000,TCPR,48,0.98,0.31857266666666667,477.859
Synthetic,RANKNET,VA,500,1000,Oracle,48,0.929,0.221874,332.811
Synthetic,RANKNET,VA,500,1000,DCR,48,0.934,0.22753800000000002,341.307
Synthetic,RANKNET,VA,500,1000,MDCR,48,0.934,0.227318,340.977
Synthetic,RANKNET,VA,500,1000,TCPR,48,0.984,0.3120946666666667,468.142
Synthetic,RANKNET,RA,500,1000,Oracle,49,0.905,0.2341913333333333,351.287
Synthetic,RANKNET,RA,500,1000,DCR,49,0.893,0.22595466666666666,338.932
Synthetic,RANKNET,RA,500,1000,MDCR,49,0.895,0.227134,340.701
Synthetic,RANKNET,RA,500,1000,TCPR,49,0.974,0.30299600000000004,454.494
Synthetic,RANKNET,VA,500,1000,Oracle,49,0.923,0.22396666666666665,335.95
Synthetic,RANKNET,VA,500,1000,DCR,49,0.934,0.2316913333333333,347.537
Synthetic,RANKNET,VA,500,1000,MDCR,49,0.933,0.23084266666666667,346.264
Synthetic,RANKNET,VA,500,1000,TCPR,49,0.984,0.315988,473.982
Synthetic,RANKNET,RA,500,1000,Oracle,50,0.898,0.22864533333333334,342.968
Synthetic,RANKNET,RA,500,1000,DCR,50,0.918,0.24261266666666664,363.919
Synthetic,RANKNET,RA,500,1000,MDCR,50,0.918,0.24261266666666664,363.919
Synthetic,RANKNET,RA,500,1000,TCPR,50,0.979,0.3180846666666667,477.127
Synthetic,RANKNET,VA,500,1000,Oracle,50,0.896,0.2131273333333333,319.691
Synthetic,RANKNET,VA,500,1000,DCR,50,0.921,0.22553266666666666,338.299
Synthetic,RANKNET,VA,500,1000,MDCR,50,0.921,0.2251993333333333,337.799
Synthetic,RANKNET,VA,500,1000,TCPR,50,0.983,0.29675399999999996,445.131
Synthetic,RANKNET,RA,500,1000,Oracle,51,0.911,0.23527266666666666,352.909
Synthetic,RANKNET,RA,500,1000,DCR,51,0.915,0.23643533333333336,354.653
Synthetic,RANKNET,RA,500,1000,MDCR,51,0.911,0.23527266666666666,352.909
Synthetic,RANKNET,RA,500,1000,TCPR,51,0.978,0.31566466666666665,473.497
Synthetic,RANKNET,VA,500,1000,Oracle,51,0.896,0.213024,319.536
Synthetic,RANKNET,VA,500,1000,DCR,51,0.923,0.224148,336.222
Synthetic,RANKNET,VA,500,1000,MDCR,51,0.924,0.22431266666666666,336.469
Synthetic,RANKNET,VA,500,1000,TCPR,51,0.985,0.304796,457.194
Synthetic,RANKNET,RA,500,1000,Oracle,52,0.929,0.2419066666666667,362.86
Synthetic,RANKNET,RA,500,1000,DCR,52,0.946,0.26143,392.145
Synthetic,RANKNET,RA,500,1000,MDCR,52,0.946,0.26143,392.145
Synthetic,RANKNET,RA,500,1000,TCPR,52,0.983,0.34003066666666665,510.046
Synthetic,RANKNET,VA,500,1000,Oracle,52,0.926,0.22113333333333332,331.7
Synthetic,RANKNET,VA,500,1000,DCR,52,0.948,0.2414413333333333,362.162
Synthetic,RANKNET,VA,500,1000,MDCR,52,0.947,0.24105533333333334,361.583
Synthetic,RANKNET,VA,500,1000,TCPR,52,0.987,0.31589733333333336,473.846
Synthetic,RANKNET,RA,500,1000,Oracle,53,0.923,0.2412,361.8
Synthetic,RANKNET,RA,500,1000,DCR,53,0.929,0.24469466666666664,367.042
Synthetic,RANKNET,RA,500,1000,MDCR,53,0.93,0.245858,368.787
Synthetic,RANKNET,RA,500,1000,TCPR,53,0.98,0.31947933333333334,479.219
Synthetic,RANKNET,VA,500,1000,Oracle,53,0.923,0.22204866666666664,333.073
Synthetic,RANKNET,VA,500,1000,DCR,53,0.941,0.23353000000000002,350.295
Synthetic,RANKNET,VA,500,1000,MDCR,53,0.941,0.23395133333333334,350.927
Synthetic,RANKNET,VA,500,1000,TCPR,53,0.983,0.31010333333333334,465.155
Synthetic,RANKNET,RA,500,1000,Oracle,54,0.909,0.23409133333333335,351.137
Synthetic,RANKNET,RA,500,1000,DCR,54,0.91,0.235254,352.881
Synthetic,RANKNET,RA,500,1000,MDCR,54,0.91,0.235254,352.881
Synthetic,RANKNET,RA,500,1000,TCPR,54,0.977,0.321132,481.698
Synthetic,RANKNET,VA,500,1000,Oracle,54,0.915,0.21887666666666666,328.315
Synthetic,RANKNET,VA,500,1000,DCR,54,0.925,0.22229533333333332,333.443
Synthetic,RANKNET,VA,500,1000,MDCR,54,0.924,0.22208399999999998,333.126
Synthetic,RANKNET,VA,500,1000,TCPR,54,0.98,0.30715933333333334,460.739
Synthetic,RANKNET,RA,500,1000,Oracle,55,0.875,0.21973333333333334,329.6
Synthetic,RANKNET,RA,500,1000,DCR,55,0.888,0.231546,347.319
Synthetic,RANKNET,RA,500,1000,MDCR,55,0.889,0.23272400000000001,349.086
Synthetic,RANKNET,RA,500,1000,TCPR,55,0.967,0.30382000000000003,455.73
Synthetic,RANKNET,VA,500,1000,Oracle,55,0.868,0.204824,307.236
Synthetic,RANKNET,VA,500,1000,DCR,55,0.894,0.21696466666666667,325.447
Synthetic,RANKNET,VA,500,1000,MDCR,55,0.892,0.21647200000000003,324.708
Synthetic,RANKNET,VA,500,1000,TCPR,55,0.977,0.294968,442.452
Synthetic,RANKNET,RA,500,1000,Oracle,56,0.906,0.23346999999999998,350.205
Synthetic,RANKNET,RA,500,1000,DCR,56,0.899,0.22996133333333335,344.942
Synthetic,RANKNET,RA,500,1000,MDCR,56,0.899,0.22996133333333335,344.942
Synthetic,RANKNET,RA,500,1000,TCPR,56,0.973,0.307684,461.526
Synthetic,RANKNET,VA,500,1000,Oracle,56,0.897,0.21510733333333334,322.661
Synthetic,RANKNET,VA,500,1000,DCR,56,0.914,0.22304666666666667,334.57
Synthetic,RANKNET,VA,500,1000,MDCR,56,0.914,0.22294666666666668,334.42
Synthetic,RANKNET,VA,500,1000,TCPR,56,0.982,0.3027226666666667,454.084
Synthetic,RANKNET,RA,500,1000,Oracle,57,0.902,0.23149066666666665,347.236
Synthetic,RANKNET,RA,500,1000,DCR,57,0.924,0.24537533333333333,368.063
Synthetic,RANKNET,RA,500,1000,MDCR,57,0.922,0.24422333333333332,366.335
Synthetic,RANKNET,RA,500,1000,TCPR,57,0.977,0.324936,487.404
Synthetic,RANKNET,VA,500,1000,Oracle,57,0.881,0.20656666666666668,309.85
Synthetic,RANKNET,VA,500,1000,DCR,57,0.917,0.22387666666666667,335.815
Synthetic,RANKNET,VA,500,1000,MDCR,57,0.917,0.22386666666666669,335.8
Synthetic,RANKNET,VA,500,1000,TCPR,57,0.979,0.29579133333333335,443.687
Synthetic,RANKNET,RA,500,1000,Oracle,58,0.898,0.229066,343.599
Synthetic,RANKNET,RA,500,1000,DCR,58,0.901,0.2325853333333333,348.878
Synthetic,RANKNET,RA,500,1000,MDCR,58,0.901,0.2325853333333333,348.878
Synthetic,RANKNET,RA,500,1000,TCPR,58,0.973,0.311484,467.226
Synthetic,RANKNET,VA,500,1000,Oracle,58,0.901,0.21605400000000002,324.081
Synthetic,RANKNET,VA,500,1000,DCR,58,0.91,0.22155199999999997,332.328
Synthetic,RANKNET,VA,500,1000,MDCR,58,0.91,0.22184266666666666,332.764
Synthetic,RANKNET,VA,500,1000,TCPR,58,0.981,0.30341133333333337,455.117
Synthetic,RANKNET,RA,500,1000,Oracle,59,0.884,0.2232633333333333,334.895
Synthetic,RANKNET,RA,500,1000,DCR,59,0.888,0.22561533333333333,338.423
Synthetic,RANKNET,RA,500,1000,MDCR,59,0.888,0.22561533333333333,338.423
Synthetic,RANKNET,RA,500,1000,TCPR,59,0.968,0.30584733333333336,458.771
Synthetic,RANKNET,VA,500,1000,Oracle,59,0.885,0.21051666666666666,315.775
Synthetic,RANKNET,VA,500,1000,DCR,59,0.893,0.21583066666666664,323.746
Synthetic,RANKNET,VA,500,1000,MDCR,59,0.893,0.216088,324.132
Synthetic,RANKNET,VA,500,1000,TCPR,59,0.973,0.2888593333333333,433.289
Synthetic,RANKNET,RA,500,1000,Oracle,60,0.899,0.231564,347.346
Synthetic,RANKNET,RA,500,1000,DCR,60,0.899,0.231564,347.346
Synthetic,RANKNET,RA,500,1000,MDCR,60,0.899,0.231564,347.346
Synthetic,RANKNET,RA,500,1000,TCPR,60,0.976,0.31057133333333337,465.857
Synthetic,RANKNET,VA,500,1000,Oracle,60,0.898,0.21636066666666667,324.541
Synthetic,RANKNET,VA,500,1000,DCR,60,0.908,0.2208193333333333,331.229
Synthetic,RANKNET,VA,500,1000,MDCR,60,0.909,0.22113466666666667,331.702
Synthetic,RANKNET,VA,500,1000,TCPR,60,0.979,0.29927133333333333,448.907
Synthetic,RANKNET,RA,500,1000,Oracle,61,0.914,0.23684133333333332,355.262
Synthetic,RANKNET,RA,500,1000,DCR,61,0.92,0.24034333333333333,360.515
Synthetic,RANKNET,RA,500,1000,MDCR,61,0.92,0.24034333333333333,360.515
Synthetic,RANKNET,RA,500,1000,TCPR,61,0.983,0.3231926666666667,484.789
Synthetic,RANKNET,VA,500,1000,Oracle,61,0.905,0.21590933333333331,323.864
Synthetic,RANKNET,VA,500,1000,DCR,61,0.933,0.2319733333333333,347.96
Synthetic,RANKNET,VA,500,1000,MDCR,61,0.933,0.23228000000000001,348.42
Synthetic,RANKNET,VA,500,1000,TCPR,61,0.988,0.317448,476.172
Synthetic,RANKNET,RA,500,1000,Oracle,62,0.901,0.23130266666666668,346.954
Synthetic,RANKNET,RA,500,1000,DCR,62,0.911,0.23594533333333334,353.918
Synthetic,RANKNET,RA,500,1000,MDCR,62,0.911,0.23594533333333334,353.918
Synthetic,RANKNET,RA,500,1000,TCPR,62,0.973,0.31498133333333334,472.472
Synthetic,RANKNET,VA,500,1000,Oracle,62,0.91,0.21629666666666666,324.445
Synthetic,RANKNET,VA,500,1000,DCR,62,0.919,0.22248733333333334,333.731
Synthetic,RANKNET,VA,500,1000,MDCR,62,0.919,0.22245933333333334,333.689
Synthetic,RANKNET,VA,500,1000,TCPR,62,0.979,0.30130533333333337,451.958
Synthetic,RANKNET,RA,500,1000,Oracle,63,0.901,0.23239266666666666,348.589
Synthetic,RANKNET,RA,500,1000,DCR,63,0.906,0.23590466666666668,353.857
Synthetic,RANKNET,RA,500,1000,MDCR,63,0.906,0.23590466666666668,353.857
Synthetic,RANKNET,RA,500,1000,TCPR,63,0.978,0.32320933333333335,484.814
Synthetic,RANKNET,VA,500,1000,Oracle,63,0.906,0.21602666666666667,324.04
Synthetic,RANKNET,VA,500,1000,DCR,63,0.919,0.22371333333333332,335.57
Synthetic,RANKNET,VA,500,1000,MDCR,63,0.919,0.223388,335.082
Synthetic,RANKNET,VA,500,1000,TCPR,63,0.978,0.3004293333333333,450.644
Synthetic,RANKNET,RA,500,1000,Oracle,64,0.902,0.2318886666666667,347.833
Synthetic,RANKNET,RA,500,1000,DCR,64,0.917,0.24004,360.06
Synthetic,RANKNET,RA,500,1000,MDCR,64,0.917,0.24004,360.06
Synthetic,RANKNET,RA,500,1000,TCPR,64,0.983,0.32579933333333333,488.699
Synthetic,RANKNET,VA,500,1000,Oracle,64,0.901,0.21463933333333335,321.959
Synthetic,RANKNET,VA,500,1000,DCR,64,0.927,0.22655799999999998,339.837
Synthetic,RANKNET,VA,500,1000,MDCR,64,0.926,0.22578266666666666,338.674
Synthetic,RANKNET,VA,500,1000,TCPR,64,0.986,0.3096646666666667,464.497
Synthetic,RANKNET,RA,500,1000,Oracle,65,0.927,0.2415213333333333,362.282
Synthetic,RANKNET,RA,500,1000,DCR,65,0.94,0.2541313333333333,381.197
Synthetic,RANKNET,RA,500,1000,MDCR,65,0.941,0.2552713333333333,382.907
Synthetic,RANKNET,RA,500,1000,TCPR,65,0.977,0.328574,492.861
Synthetic,RANKNET,VA,500,1000,Oracle,65,0.909,0.21500866666666665,322.513
Synthetic,RANKNET,VA,500,1000,DCR,65,0.927,0.22721400000000003,340.821
Synthetic,RANKNET,VA,500,1000,MDCR,65,0.927,0.22703066666666666,340.546
Synthetic,RANKNET,VA,500,1000,TCPR,65,0.979,0.30079866666666666,451.198
Synthetic,RANKNET,RA,500,1000,Oracle,66,0.901,0.23131533333333335,346.973
Synthetic,RANKNET,RA,500,1000,DCR,66,0.909,0.23480666666666666,352.21
Synthetic,RANKNET,RA,500,1000,MDCR,66,0.909,0.23480666666666666,352.21
Synthetic,RANKNET,RA,500,1000,TCPR,66,0.976,0.30962333333333336,464.435
Synthetic,RANKNET,VA,500,1000,Oracle,66,0.888,0.208372,312.558
Synthetic,RANKNET,VA,500,1000,DCR,66,0.912,0.22048800000000002,330.732
Synthetic,RANKNET,VA,500,1000,MDCR,66,0.915,0.22078066666666665,331.171
Synthetic,RANKNET,VA,500,1000,TCPR,66,0.981,0.3037533333333333,455.63
Synthetic,RANKNET,RA,500,1000,Oracle,67,0.867,0.21803066666666665,327.046
Synthetic,RANKNET,RA,500,1000,DCR,67,0.894,0.23345066666666667,350.176
Synthetic,RANKNET,RA,500,1000,MDCR,67,0.894,0.23345066666666667,350.176
Synthetic,RANKNET,RA,500,1000,TCPR,67,0.977,0.313608,470.412
Synthetic,RANKNET,VA,500,1000,Oracle,67,0.908,0.21921333333333332,328.82
Synthetic,RANKNET,VA,500,1000,DCR,67,0.923,0.22934,344.01
Synthetic,RANKNET,VA,500,1000,MDCR,67,0.926,0.230298,345.447
Synthetic,RANKNET,VA,500,1000,TCPR,67,0.985,0.31113799999999997,466.707
Synthetic,RANKNET,RA,500,1000,Oracle,68,0.92,0.23975,359.625
Synthetic,RANKNET,RA,500,1000,DCR,68,0.92,0.24091666666666667,361.375
Synthetic,RANKNET,RA,500,1000,MDCR,68,0.92,0.24091666666666667,361.375
Synthetic,RANKNET,RA,500,1000,TCPR,68,0.978,0.32164200000000004,482.463
Synthetic,RANKNET,VA,500,1000,Oracle,68,0.928,0.22505799999999998,337.587
Synthetic,RANKNET,VA,500,1000,DCR,68,0.939,0.23264400000000002,348.966
Synthetic,RANKNET,VA,500,1000,MDCR,68,0.937,0.232258,348.387
Synthetic,RANKNET,VA,500,1000,TCPR,68,0.984,0.30889733333333336,463.346
Synthetic,RANKNET,RA,500,1000,Oracle,69,0.905,0.23329533333333333,349.943
Synthetic,RANKNET,RA,500,1000,DCR,69,0.905,0.23329533333333333,349.943
Synthetic,RANKNET,RA,500,1000,MDCR,69,0.905,0.23329533333333333,349.943
Synthetic,RANKNET,RA,500,1000,TCPR,69,0.972,0.307222,460.833
Synthetic,RANKNET,VA,500,1000,Oracle,69,0.9,0.21493666666666664,322.405
Synthetic,RANKNET,VA,500,1000,DCR,69,0.905,0.21826266666666666,327.394
Synthetic,RANKNET,VA,500,1000,MDCR,69,0.906,0.21875066666666665,328.126
Synthetic,RANKNET,VA,500,1000,TCPR,69,0.982,0.29357,440.355
Synthetic,RANKNET,RA,500,1000,Oracle,70,0.899,0.23111533333333334,346.673
Synthetic,RANKNET,RA,500,1000,DCR,70,0.906,0.23578066666666667,353.671
Synthetic,RANKNET,RA,500,1000,MDCR,70,0.907,0.236944,355.416
Synthetic,RANKNET,RA,500,1000,TCPR,70,0.972,0.30833533333333335,462.503
Synthetic,RANKNET,VA,500,1000,Oracle,70,0.915,0.21953066666666665,329.296
Synthetic,RANKNET,VA,500,1000,DCR,70,0.922,0.22327933333333333,334.919
Synthetic,RANKNET,VA,500,1000,MDCR,70,0.922,0.22296733333333335,334.451
Synthetic,RANKNET,VA,500,1000,TCPR,70,0.979,0.2997873333333333,449.681
Synthetic,RANKNET,RA,500,1000,Oracle,71,0.926,0.24295,364.425
Synthetic,RANKNET,RA,500,1000,DCR,71,0.929,0.244114,366.171
Synthetic,RANKNET,RA,500,1000,MDCR,71,0.929,0.244114,366.171
Synthetic,RANKNET,RA,500,1000,TCPR,71,0.978,0.326526,489.789
Synthetic,RANKNET,VA,500,1000,Oracle,71,0.914,0.22005066666666667,330.076
Synthetic,RANKNET,VA,500,1000,DCR,71,0.925,0.22728666666666666,340.93
Synthetic,RANKNET,VA,500,1000,MDCR,71,0.925,0.22653266666666666,339.799
Synthetic,RANKNET,VA,500,1000,TCPR,71,0.984,0.31195333333333336,467.93
Synthetic,RANKNET,RA,500,1000,Oracle,72,0.894,0.22701999999999997,340.53
Synthetic,RANKNET,RA,500,1000,DCR,72,0.897,0.230514,345.771
Synthetic,RANKNET,RA,500,1000,MDCR,72,0.899,0.23167866666666664,347.518
Synthetic,RANKNET,RA,500,1000,TCPR,72,0.974,0.3167546666666667,475.132
Synthetic,RANKNET,VA,500,1000,Oracle,72,0.894,0.2121333333333333,318.2
Synthetic,RANKNET,VA,500,1000,DCR,72,0.908,0.22126133333333334,331.892
Synthetic,RANKNET,VA,500,1000,MDCR,72,0.908,0.22083399999999997,331.251
Synthetic,RANKNET,VA,500,1000,TCPR,72,0.979,0.30698000000000003,460.47
Synthetic,RANKNET,RA,500,1000,Oracle,73,0.905,0.23396733333333336,350.951
Synthetic,RANKNET,RA,500,1000,DCR,73,0.905,0.23396733333333336,350.951
Synthetic,RANKNET,RA,500,1000,MDCR,73,0.905,0.23396733333333336,350.951
Synthetic,RANKNET,RA,500,1000,TCPR,73,0.98,0.31035066666666666,465.526
Synthetic,RANKNET,VA,500,1000,Oracle,73,0.91,0.21898133333333333,328.472
Synthetic,RANKNET,VA,500,1000,DCR,73,0.926,0.2258433333333333,338.765
Synthetic,RANKNET,VA,500,1000,MDCR,73,0.926,0.226498,339.747
Synthetic,RANKNET,VA,500,1000,TCPR,73,0.983,0.3020393333333333,453.059
Synthetic,RANKNET,RA,500,1000,Oracle,74,0.915,0.23610066666666668,354.151
Synthetic,RANKNET,RA,500,1000,DCR,74,0.926,0.24418133333333333,366.272
Synthetic,RANKNET,RA,500,1000,MDCR,74,0.926,0.24418133333333333,366.272
Synthetic,RANKNET,RA,500,1000,TCPR,74,0.98,0.3216966666666667,482.545
Synthetic,RANKNET,VA,500,1000,Oracle,74,0.918,0.219776,329.664
Synthetic,RANKNET,VA,500,1000,DCR,74,0.935,0.232168,348.252
Synthetic,RANKNET,VA,500,1000,MDCR,74,0.935,0.23210133333333333,348.152
Synthetic,RANKNET,VA,500,1000,TCPR,74,0.986,0.31540599999999996,473.109
Synthetic,RANKNET,RA,500,1000,Oracle,75,0.906,0.23394466666666666,350.917
Synthetic,RANKNET,RA,500,1000,DCR,75,0.898,0.2280346666666667,342.052
Synthetic,RANKNET,RA,500,1000,MDCR,75,0.898,0.2280346666666667,342.052
Synthetic,RANKNET,RA,500,1000,TCPR,75,0.972,0.31114533333333333,466.718
Synthetic,RANKNET,VA,500,1000,Oracle,75,0.895,0.21566533333333332,323.498
Synthetic,RANKNET,VA,500,1000,DCR,75,0.908,0.22256533333333334,333.848
Synthetic,RANKNET,VA,500,1000,MDCR,75,0.908,0.22250333333333333,333.755
Synthetic,RANKNET,VA,500,1000,TCPR,75,0.979,0.30652266666666667,459.784
Synthetic,RANKNET,RA,500,1000,Oracle,76,0.884,0.22266533333333333,333.998
Synthetic,RANKNET,RA,500,1000,DCR,76,0.898,0.23199866666666666,347.998
Synthetic,RANKNET,RA,500,1000,MDCR,76,0.898,0.23199866666666666,347.998
Synthetic,RANKNET,RA,500,1000,TCPR,76,0.972,0.315984,473.976
Synthetic,RANKNET,VA,500,1000,Oracle,76,0.897,0.21385066666666666,320.776
Synthetic,RANKNET,VA,500,1000,DCR,76,0.905,0.21786066666666667,326.791
Synthetic,RANKNET,VA,500,1000,MDCR,76,0.903,0.21699933333333335,325.499
Synthetic,RANKNET,VA,500,1000,TCPR,76,0.976,0.29509266666666667,442.639
Synthetic,RANKNET,RA,500,1000,Oracle,77,0.915,0.23745600000000003,356.184
Synthetic,RANKNET,RA,500,1000,DCR,77,0.913,0.23628466666666667,354.427
Synthetic,RANKNET,RA,500,1000,MDCR,77,0.913,0.23628466666666667,354.427
Synthetic,RANKNET,RA,500,1000,TCPR,77,0.98,0.318302,477.453
Synthetic,RANKNET,VA,500,1000,Oracle,77,0.901,0.215952,323.928
Synthetic,RANKNET,VA,500,1000,DCR,77,0.922,0.22507666666666667,337.615
Synthetic,RANKNET,VA,500,1000,MDCR,77,0.922,0.22507666666666667,337.615
Synthetic,RANKNET,VA,500,1000,TCPR,77,0.983,0.30689266666666665,460.339
Synthetic,RANKNET,RA,500,1000,Oracle,78,0.901,0.23102333333333336,346.535
Synthetic,RANKNET,RA,500,1000,DCR,78,0.906,0.23449,351.735
Synthetic,RANKNET,RA,500,1000,MDCR,78,0.906,0.23449,351.735
Synthetic,RANKNET,RA,500,1000,TCPR,78,0.973,0.31226333333333334,468.395
Synthetic,RANKNET,VA,500,1000,Oracle,78,0.906,0.21317666666666665,319.765
Synthetic,RANKNET,VA,500,1000,DCR,78,0.924,0.22172533333333336,332.588
Synthetic,RANKNET,VA,500,1000,MDCR,78,0.924,0.22221733333333335,333.326
Synthetic,RANKNET,VA,500,1000,TCPR,78,0.977,0.30213866666666667,453.208
Synthetic,RANKNET,RA,500,1000,Oracle,79,0.902,0.23207333333333335,348.11
Synthetic,RANKNET,RA,500,1000,DCR,79,0.901,0.229734,344.601
Synthetic,RANKNET,RA,500,1000,MDCR,79,0.901,0.229734,344.601
Synthetic,RANKNET,RA,500,1000,TCPR,79,0.975,0.31384733333333337,470.771
Synthetic,RANKNET,VA,500,1000,Oracle,79,0.917,0.22093466666666667,331.402
Synthetic,RANKNET,VA,500,1000,DCR,79,0.917,0.22186066666666668,332.791
Synthetic,RANKNET,VA,500,1000,MDCR,79,0.917,0.221332,331.998
Synthetic,RANKNET,VA,500,1000,TCPR,79,0.981,0.299492,449.238
Synthetic,RANKNET,RA,500,1000,Oracle,80,0.902,0.23224533333333333,348.368
Synthetic,RANKNET,RA,500,1000,DCR,80,0.91,0.23810466666666666,357.157
Synthetic,RANKNET,RA,500,1000,MDCR,80,0.912,0.23927266666666666,358.909
Synthetic,RANKNET,RA,500,1000,TCPR,80,0.977,0.3120366666666667,468.055
Synthetic,RANKNET,VA,500,1000,Oracle,80,0.906,0.21554466666666666,323.317
Synthetic,RANKNET,VA,500,1000,DCR,80,0.927,0.2284253333333333,342.638
Synthetic,RANKNET,VA,500,1000,MDCR,80,0.928,0.22924533333333333,343.868
Synthetic,RANKNET,VA,500,1000,TCPR,80,0.981,0.3074653333333333,461.198
Synthetic,RANKNET,RA,500,1000,Oracle,81,0.877,0.220904,331.356
Synthetic,RANKNET,RA,500,1000,DCR,81,0.879,0.22208666666666665,333.13
Synthetic,RANKNET,RA,500,1000,MDCR,81,0.879,0.22208666666666665,333.13
