Dataset,Model,Score_Type,n,m,Algorithm,Trial,FCP,Relative_Length,Set_Size
Synthetic,RANKNET,RA,500,1000,MDCR,81,0.913,0.23151333333333332,347.27
Synthetic,RANKNET,VA,500,1000,DCR,81,0.941,0.23154933333333333,347.324
Synthetic,RANKNET,VA,500,1000,MDCR,81,0.938,0.23084733333333335,346.271
Synthetic,RANKNET,RA,500,1000,DCR,82,0.907,0.22634866666666667,339.523
Synthetic,RANKNET,RA,500,1000,MDCR,82,0.908,0.22751,341.265
Synthetic,RANKNET,VA,500,1000,DCR,82,0.919,0.21788999999999997,326.835
Synthetic,RANKNET,VA,500,1000,MDCR,82,0.919,0.21727200000000002,325.908
Synthetic,RANKNET,RA,500,1000,DCR,83,0.929,0.24129199999999998,361.938
Synthetic,RANKNET,RA,500,1000,MDCR,83,0.929,0.24129199999999998,361.938
Synthetic,RANKNET,VA,500,1000,DCR,83,0.935,0.222336,333.504
Synthetic,RANKNET,VA,500,1000,MDCR,83,0.935,0.22207066666666667,333.106
Synthetic,RANKNET,RA,500,1000,DCR,84,0.919,0.23753066666666667,356.296
Synthetic,RANKNET,RA,500,1000,MDCR,84,0.916,0.236366,354.549
Synthetic,RANKNET,VA,500,1000,DCR,84,0.929,0.22396733333333335,335.951
Synthetic,RANKNET,VA,500,1000,MDCR,84,0.93,0.2243,336.45
Synthetic,RANKNET,RA,500,1000,DCR,85,0.909,0.22938933333333333,344.084
Synthetic,RANKNET,RA,500,1000,MDCR,85,0.909,0.22938933333333333,344.084
Synthetic,RANKNET,VA,500,1000,DCR,85,0.929,0.22144466666666665,332.167
Synthetic,RANKNET,VA,500,1000,MDCR,85,0.926,0.22053733333333334,330.806
Synthetic,RANKNET,RA,500,1000,DCR,86,0.929,0.24158133333333334,362.372
Synthetic,RANKNET,RA,500,1000,MDCR,86,0.927,0.24042333333333332,360.635
Synthetic,RANKNET,VA,500,1000,DCR,86,0.926,0.22301133333333334,334.517
Synthetic,RANKNET,VA,500,1000,MDCR,86,0.926,0.222818,334.227
Synthetic,RANKNET,RA,500,1000,DCR,87,0.918,0.234522,351.783
Synthetic,RANKNET,RA,500,1000,MDCR,87,0.918,0.234522,351.783
Synthetic,RANKNET,VA,500,1000,DCR,87,0.937,0.22825600000000001,342.384
Synthetic,RANKNET,VA,500,1000,MDCR,87,0.937,0.228588,342.882
Synthetic,RANKNET,RA,500,1000,DCR,88,0.879,0.21303333333333335,319.55
Synthetic,RANKNET,RA,500,1000,MDCR,88,0.879,0.21303333333333335,319.55
Synthetic,RANKNET,VA,500,1000,DCR,88,0.895,0.20545333333333335,308.18
Synthetic,RANKNET,VA,500,1000,MDCR,88,0.895,0.20544733333333332,308.171
Synthetic,RANKNET,RA,500,1000,DCR,89,0.937,0.24226533333333336,363.398
Synthetic,RANKNET,RA,500,1000,MDCR,89,0.937,0.24226533333333336,363.398
Synthetic,RANKNET,VA,500,1000,DCR,89,0.939,0.227652,341.478
Synthetic,RANKNET,VA,500,1000,MDCR,89,0.939,0.22804266666666667,342.064
Synthetic,RANKNET,RA,500,1000,DCR,90,0.894,0.2207633333333333,331.145
Synthetic,RANKNET,RA,500,1000,MDCR,90,0.894,0.2207633333333333,331.145
Synthetic,RANKNET,VA,500,1000,DCR,90,0.92,0.21577799999999997,323.667
Synthetic,RANKNET,VA,500,1000,MDCR,90,0.92,0.215334,323.001
Synthetic,RANKNET,RA,500,1000,DCR,91,0.922,0.23573466666666665,353.602
Synthetic,RANKNET,RA,500,1000,MDCR,91,0.922,0.23573466666666665,353.602
Synthetic,RANKNET,VA,500,1000,DCR,91,0.932,0.22349600000000003,335.244
Synthetic,RANKNET,VA,500,1000,MDCR,91,0.932,0.22349066666666667,335.236
Synthetic,RANKNET,RA,500,1000,DCR,92,0.916,0.23390066666666667,350.851
Synthetic,RANKNET,RA,500,1000,MDCR,92,0.916,0.23390066666666667,350.851
Synthetic,RANKNET,VA,500,1000,DCR,92,0.92,0.21789533333333336,326.843
Synthetic,RANKNET,VA,500,1000,MDCR,92,0.919,0.21752866666666668,326.293
Synthetic,RANKNET,RA,500,1000,DCR,93,0.903,0.228386,342.579
Synthetic,RANKNET,RA,500,1000,MDCR,93,0.903,0.228386,342.579
Synthetic,RANKNET,VA,500,1000,DCR,93,0.918,0.21595466666666668,323.932
Synthetic,RANKNET,VA,500,1000,MDCR,93,0.916,0.21544466666666665,323.167
Synthetic,RANKNET,RA,500,1000,DCR,94,0.907,0.22658533333333333,339.878
Synthetic,RANKNET,RA,500,1000,MDCR,94,0.907,0.22658533333333333,339.878
Synthetic,RANKNET,VA,500,1000,DCR,94,0.92,0.21467333333333333,322.01
Synthetic,RANKNET,VA,500,1000,MDCR,94,0.917,0.213372,320.058
Synthetic,RANKNET,RA,500,1000,DCR,95,0.911,0.22856666666666667,342.85
Synthetic,RANKNET,RA,500,1000,MDCR,95,0.911,0.22856666666666667,342.85
Synthetic,RANKNET,VA,500,1000,DCR,95,0.926,0.21812399999999998,327.186
Synthetic,RANKNET,VA,500,1000,MDCR,95,0.926,0.21725866666666666,325.888
Synthetic,RANKNET,RA,500,1000,DCR,96,0.914,0.2301146666666667,345.172
Synthetic,RANKNET,RA,500,1000,MDCR,96,0.914,0.2301146666666667,345.172
Synthetic,RANKNET,VA,500,1000,DCR,96,0.926,0.21860933333333332,327.914
Synthetic,RANKNET,VA,500,1000,MDCR,96,0.927,0.21897866666666668,328.468
Synthetic,RANKNET,RA,500,1000,DCR,97,0.902,0.22494066666666668,337.411
Synthetic,RANKNET,RA,500,1000,MDCR,97,0.902,0.22494066666666668,337.411
Synthetic,RANKNET,VA,500,1000,DCR,97,0.916,0.213108,319.662
Synthetic,RANKNET,VA,500,1000,MDCR,97,0.916,0.21261933333333333,318.929
Synthetic,RANKNET,RA,500,1000,DCR,98,0.91,0.22795133333333334,341.927
Synthetic,RANKNET,RA,500,1000,MDCR,98,0.91,0.22795133333333334,341.927
Synthetic,RANKNET,VA,500,1000,DCR,98,0.928,0.22085066666666667,331.276
Synthetic,RANKNET,VA,500,1000,MDCR,98,0.928,0.22085066666666667,331.276
Synthetic,RANKNET,RA,500,1000,DCR,99,0.925,0.2399153333333333,359.873
Synthetic,RANKNET,RA,500,1000,MDCR,99,0.927,0.24106333333333335,361.595
Synthetic,RANKNET,VA,500,1000,DCR,99,0.93,0.22359600000000002,335.394
Synthetic,RANKNET,VA,500,1000,MDCR,99,0.93,0.22377866666666668,335.668
